Open,High,Low,Close,Volume,Market Cap
334.4925915,348.5932673,329.1958026,346.0067062,17719726516,38057898522
316.6944639,339.1760216,313.9976168,334.3199445,13258573933,36010074369
315.8382003,323.5214089,312.3340661,316.3678645,15560635408,35746643054
321.1314146,325.0010759,306.9534766,315.6434989,21915536969,35480594845
309.7784595,328.6631124,309.7784595,320.763709,21951074702,36005433157
304.4359742,316.6484638,300.0883036,309.3796446,19926080284,34355262213
278.9667092,307.3072352,278.9667092,303.8784032,14332847881,32188468307
275.1710543,286.0330906,269.0094802,279.1138861,13852769272,30841252159
263.3269076,278.6567909,261.0017765,274.7101309,13303054454,29901461717
245.366021,264.7624544,242.2503669,262.9296897,7388905990,27444243925
236.164649,246.3017975,235.8332781,245.3878604,6690414255,27019923340
238.7461611,239.2588112,234.986683,236.2352685,5374214600,26606411479
235.6378578,239.1603293,233.6096888,238.9100171,4348865425,26271596776
232.7356838,236.4132974,232.5485861,235.6721442,4303371590,26205592876
233.6989344,234.2979699,232.037606,232.7986536,5206630777,26070671973
238.6295757,239.0828527,230.6873103,233.809781,5550009277,26197654559
240.3122927,241.0976271,237.1698684,238.8455923,4398236330,26735721114
239.7742437,241.8428584,237.5298979,240.3632791,5112761889,26766273353
242.5415496,244.6439105,238.3560416,240.0082873,5193115977,27054971352
239.1056536,242.8468021,237.3813176,241.7508595,4016136538,26768967560
240.8500026,241.3054426,238.0494276,239.015311,4087550051,26764214523
242.0335458,242.0335458,237.2301779,240.7695516,5297644650,26734803566
246.6093004,247.2134414,238.9845081,241.9954121,6581563335,27217782950
239.1750286,248.0396783,238.0101844,246.4938534,6300945589,27149995555
241.2846652,242.8644762,235.1270032,238.8108323,6915350159,26601832966
227.7179407,241.3388892,226.8764249,241.3388892,5936682098,26120514122
229.0831814,229.5723835,224.0727224,227.7044487,4223751345,25274447419
225.2097571,230.1310702,225.1372853,228.977045,4053794607,25307604961
226.8810271,227.8821437,225.0047677,225.177161,4918815293,25303728249
230.7868324,231.7468307,224.2516736,226.9372227,5302575969,25499234910
225.631318,232.0507982,224.5460048,230.5722265,4919654732,25454416463
227.5970742,228.1694495,223.3409315,225.8401111,5302482851,25246259091
225.1182676,229.0891435,221.7741712,227.7523048,5098196137,25080931977
221.1471518,227.5097526,218.781903,224.8690096,5629967267,24860526807
229.6326524,231.084857,218.0865795,221.0846883,5014409698,25353715086
232.6413944,233.3087917,228.343151,229.6865681,5423818529,25744843752
234.9931621,235.1926649,228.8613409,232.7371074,6748072456,26004097531
243.025659,248.6209876,232.1800115,234.6943221,6446440944,26745071803
243.1373334,244.5315121,241.0492072,242.9322887,6553742455,27081200544
228.0970049,245.5178664,227.9329141,243.1393089,5889313680,26494315034
228.9548655,231.9900927,227.8222714,227.9096308,4729805926,25593151862
229.1335472,230.7725982,226.5815264,229.006598,5597088076,25483447405
231.4768062,231.5292762,227.4847409,228.7443048,6241277839,25586876031
233.8666572,234.3069203,228.7372835,231.6910598,6037576925,25886349463
235.2585789,236.6256822,229.7084514,234.0456226,5843949645,25969430964
230.8560962,235.7557359,229.1657968,235.2560454,7268339510,25969642418
232.6248294,233.1127394,219.7765609,230.8181249,8069366776,25319096182
238.1462773,238.2062416,231.5750049,232.8573889,5675792064,26255355630
